Funds,Fund Manager,Category,RupeeVestRating,AUM(in Rs. cr),ExpenseRatio (%),Fund Type,Inception Date,Benchmark Index, NAV , 52 WeekHigh (NAV), 52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%), No. ofStocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,Exit_load_Remarks
PGIM India ELSS Tax Saver Fund-Reg(G),Sharma Vivek,EQ-ELSS,4,740.7,2.27,Open Ended,11-Dec-15,NIFTY 500 - TRI,33.72,36.17,29.83,3.69,3.47,0.45,9.41,16.25,12.94,22.51,-,37,61,231521,70.11,15.29,10.64,Financials,-,-,-,-0.13,0.15,0.29,0.87,13.29,Equity : Tax Saving (ELSS),Nil
PGIM India Emerging Markets Equity Fund(G),Anandha Padmanabhan Anjeneyan,FOF-OVR,Unrated,93.2,2.38,Open Ended,11-Sep-07,MSCI Emerging Market Index,14.86,16.67,13.09,-4.38,-5.17,-5.05,10.81,17.76,5.95,3.09,1.61,98,-,-,-,-,-,-,-,-,-,-0.23,0.02,0.02,0.43,17.09,FoFs : Overseas,0.50% on or before 90D Nil after 90D
PGIM India Equity Savings Fund(G),Anandha Padmanabhan Anjeneyan,HY-EQ,1,70.5,1.32,Open Ended,05-Feb-04,NIFTY 50 Equity Savings Index,48.59,48.59,45.20,1.27,2.32,3.05,6.97,8.12,6.83,9.37,7.28,31,39,409408,64.33,5.06,0.42,Financials,4.53,3.32,6.96,0.04,0.28,0.58,0.43,2.41,Hybrid : Equity Oriented,Nil
PGIM India Flexi Cap Fund-Reg(G),Anandha Padmanabhan Anjeneyan,EQ-FLEX,5,5966.8,1.79,Open Ended,04-Mar-15,NIFTY 500 - TRI,34.44,37.82,30.66,3.27,3.30,-1.74,7.13,16.86,11.63,22.98,13.47,47,59,208076,67.98,19.53,9.79,Financials,-,-,-,-0.29,0.12,0.22,0.96,14.48,Equity : Flexi Cap,0.50% on or before 90D Nil after 90D
PGIM India Gilt Fund(G),Puneet Pal,DT-GILT,2,116.4,1.49,Open Ended,27-Oct-08,CRISIL Dynamic Gilt Index,30.49,30.53,27.41,2.06,4.06,5.39,11.64,8.86,7.53,5.92,7.11,0,-,-,-,-,-,-,18.48,8.88,6.90,0.04,0.42,1.09,0.66,2.32,Debt : Gilt,Nil
PGIM India Global Equity Opp Fund(G),Anandha Padmanabhan Anjeneyan,FOF-OVR,Unrated,1250.7,2.39,Open Ended,13-May-10,MSCI AC World Index,39.83,46.66,34.45,3.91,-11.05,-7.78,4.87,16.54,12.45,12.74,9.23,4,1,-,-,-,-,-,-,-,-,-0.07,0.08,0.13,0.78,21.12,FoFs : Overseas,0.50% on or before 90D Nil after 90D
PGIM India Global Select Real Estate Securities FoF-Reg(G),Anandha Padmanabhan Anjeneyan,FOF-OVR,Unrated,46.6,2.12,Open Ended,03-Dec-21,FTSE EPRA/NAREIT Developed Index,10.31,11.12,9.30,0.49,-3.19,-5.06,11.70,7.00,1.02,-,-,1,-,-,-,-,-,-,-,-,-,-0.86,-0.05,-0.08,0.82,18.24,FoFs : Overseas,0.50% on or before 90D Nil after 90D
PGIM India Healthcare Fund-Reg(G),Anandha Padmanabhan Anjeneyan,EQ-PHRM,Unrated,104.2,2.38,Open Ended,06-Dec-24,BSE Health Care - TRI,9.49,10.22,8.73,1.71,0.95,-,-,-,-,-,-,5,29,62881,46.07,20.09,30.01,Healthcare,-,-,-,-,-,-,-,-,Equity : Sectoral - Pharma,0.50% on or before 90D Nil after 90D
PGIM India Hybrid Equity Fund(G),Sharma Vivek,HY-EQ,3,203.6,2.33,Open Ended,05-Feb-04,CRISIL Hybrid 35+65 - Aggressive Index,126.23,129.86,112.61,3.76,2.72,2.39,9.53,15.03,12.04,15.80,8.39,28,42,278332,51.07,11.08,5.65,Financials,9.61,5.54,6.87,-0.10,0.18,0.33,1.02,10.56,Hybrid : Equity Oriented,0.50% on or before 90D Nil after 90D
PGIM India Large and Mid Cap Fund(G),Vinay Paharia,EQ-L&M,Unrated,614.7,2.33,Open Ended,12-Feb-24,NIFTY LargeMidcap 250 - TRI,11.80,12.67,10.41,3.87,4.60,0.00,10.06,-,-,-,-,31,60,194608,62.87,29,4.06,Financials,-,-,-,0.29,0.15,0.28,0.95,14.62,Equity : Large & Mid Cap,0.50% on or before 90D Nil after 90D
PGIM India Large Cap Fund(G),Anandha Padmanabhan Anjeneyan,EQ-LC,1,568.9,2.39,Open Ended,30-Jan-03,NIFTY 100 - TRI,330.29,359.62,296.66,3.73,4.59,0.42,6.11,14.87,12.52,17.54,10.35,49,43,427533,89.19,7.89,-,Financials,-,-,-,-0.04,0.16,0.30,0.90,12.85,Equity : Large Cap,0.50% on or before 90D Nil after 90D
PGIM India Liquid Fund(G),Bhupesh Kalyani,DT-LIQ,3,448.5,0.22,Open Ended,04-Sep-07,CRISIL Liquid Debt Index,336.50,336.50,313.70,0.60,1.82,3.61,7.29,7.24,6.81,5.44,6.29,0,-,-,-,-,-,-,0.22,0.21,6.93,-0.04,2.41,0.97,1.14,0.31,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
PGIM India Midcap Opp Fund-Reg(G),Sharma Vivek,EQ-MID,5,10302.1,1.71,Open Ended,02-Dec-13,Nifty Midcap 150 - TRI,59.75,67.39,54.20,2.82,2.08,-4.23,6.96,18.21,13.21,29.02,14.67,48,73,67470,34.16,53.96,8.12,Financials,-,-,-,-0.45,0.16,0.29,0.85,15.49,Equity : Mid Cap,0.50% on or before 90D Nil after 90D
PGIM India Money Market Fund-Reg(G),Puneet Pal,DT-MM,Unrated,184.4,0.46,Open Ended,06-Mar-20,CRISIL Money Market Index,1314.27,1314.27,1221.05,0.93,2.25,3.98,7.66,7.34,6.82,5.43,-,0,-,-,-,-,-,-,0.89,0.83,7.19,0.13,1.50,0.93,0.49,0.51,Debt : Money Market,Nil
PGIM India Multi Cap Fund-Reg(G),Sharma Vivek,EQ-MLC,Unrated,345.8,2.38,Open Ended,10-Sep-24,Nifty500 Multicap 50:25:25 - TRI,9.10,10.21,8.31,2.71,1.68,-4.71,-,-,-,-,-,12,79,101602,44.83,28,22.7,Financials,-,-,-,-,-,-,-,-,Equity : Multi Cap,0.50% on or before 90D Nil after 90D
PGIM India Overnight Fund-Reg(G),Bhupesh Kalyani,DT-ON,Unrated,55.8,0.15,Open Ended,27-Aug-19,Nifty 1D Rate Index,1319.03,1319.03,1238.18,0.48,1.50,3.16,6.55,6.62,6.29,5.03,-,0,-,-,-,-,-,-,-,-,7.30,0.01,2.83,0.89,0.90,0.21,Debt : Overnight,Nil
PGIM India Retirement Fund-Reg(G),Vinay Paharia,HY-SOL,Unrated,75.9,2.32,Open Ended,15-Apr-24,BSE 500 - TRI,11.41,12.31,9.90,4.10,4.39,-1.13,10.75,-,-,-,-,26,75,114865,47.81,20.5,23.65,Financials,-,-,-,0.37,0.13,0.23,1.05,16.34,Hybrid : Solution Oriented,Nil
PGIM India Small Cap Fund-Reg(G),Utsav Mehta,EQ-SML,Unrated,1375.9,2.10,Open Ended,29-Jul-21,Nifty Smallcap 250 - TRI,14.37,16.95,13.23,1.55,-0.34,-9.80,1.55,18.26,9.61,-,-,63,61,17603,5.17,19.87,69.6,Healthcare,-,-,-,-0.45,0.09,0.16,0.79,17.24,Equity : Small Cap,0.50% on or before 90D Nil after 90D
PGIM India Ultra Short Duration Fund(G),Puneet Pal,DT-USD,4,192.4,0.92,Open Ended,04-Jul-08,CRISIL Ultra Short Term Debt Index,33.73,33.73,31.54,0.74,1.91,3.56,6.98,6.83,6.32,5.39,7.15,0,-,-,-,-,-,-,0.47,0.44,7.29,-0.14,1.48,0.84,1.07,0.43,Debt : Ultra Short Duration,Nil
Quant Absolute Fund(G),Sandeep Tandon,HY-EQ,5,2000.4,2.04,Open Ended,20-Mar-01,NIFTY 50 Hybrid Composite Debt 65:35 Index,399.90,449.31,363.70,3.53,3.89,-4.49,-2.41,15.33,11.88,27.05,14.94,211,13,295693,64.65,1.45,-,Financials,-,-,-,0.01,0.16,0.31,0.87,13.44,Hybrid : Equity Oriented,1% on or before 15D Nil after 15D
Quant Active Fund(G),Sandeep Tandon,EQ-MLC,5,9389.4,1.74,Open Ended,20-Mar-01,NIFTY 500 - TRI,593.86,731.25,542.54,1.91,-1.12,-10.35,-11.03,15.98,11.75,29.75,17.37,169,51,82650,39.75,24.95,27.65,Energy,103.00,-,-,-0.43,0.12,0.21,1.08,18.02,Equity : Multi Cap,1% on or before 15D Nil after 15D
Quant Arbitrage Fund-Reg(G),Sanjeev Sharma,HY-ARB,Unrated,-,0.88,Open Ended,04-Apr-25,Nifty 50 Arbitrage - TRI,10.06,10.06,10.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hybrid : Arbitrage,0.25% on or before 1M Nil after 1M
Quant BFSI Fund-Reg(G),Sandeep Tandon,EQ-FIN,Unrated,560.1,2.36,Open Ended,20-Jun-23,Nifty Financial Services - TRI,15.45,17.86,13.77,5.50,3.68,-3.05,-4.57,-,-,-,-,535,12,113531,45.79,2.41,23.32,Financials,-,-,-,1.10,0.29,0.58,0.54,18.75,Equity : Sectoral - Financial Services,1% on or before 15D Nil after 15D
Quant Business Cycle Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,1237.9,2.11,Open Ended,30-May-23,NIFTY 500 - TRI,15.20,19.42,13.83,3.12,-2.00,-12.95,-5.54,-,-,-,-,293,25,58375,36.06,14.7,32.03,Healthcare,-,-,-,0.24,0.31,0.57,1.20,18.52,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Commodities Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,368.0,2.42,Open Ended,27-Dec-23,NIFTY COMMODITIES - TRI,12.20,15.34,11.29,-0.02,0.98,-14.02,-2.87,-,-,-,-,409,15,54387,40.78,5.2,43.08,Energy,-,-,-,0.78,0.19,0.36,1.04,21.58,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Consumption Fund-Reg(G),Sandeep Tandon,EQ-CONS,Unrated,271.8,2.42,Open Ended,24-Jan-24,Nifty India Consumption - TRI,10.05,12.03,9.07,5.42,0.55,-9.05,-2.94,-,-,-,-,376,16,43915,20.49,35.84,34.34,FMCG,-,-,-,-1.20,-0.12,-0.20,0.84,15.45,Equity : Thematic - Consumption,1% on or before 15D Nil after 15D
Quant Dynamic Asset Allocation Fund-Reg(G),Sandeep Tandon,HY-DYN,Unrated,1199.4,2.14,Open Ended,12-Apr-23,NIFTY 50 Hybrid Composite Debt 50:50 Index,15.81,17.60,14.26,3.10,2.91,-3.10,-0.97,25.13,-,-,-,323,11,227890,63.37,4.85,6.17,Financials,-,-,-,0.56,0.36,0.81,0.99,15.03,Hybrid : Dynamic Asset Allocation,1% on or before 15D Nil after 15D
Quant ELSS Tax Saver Fund(G),Sandeep Tandon,EQ-ELSS,5,10404.8,1.65,Open Ended,13-Apr-00,NIFTY 500 - TRI,342.18,416.78,307.59,3.44,3.22,-10.20,-8.30,20.10,14.20,33.55,19.47,107,40,200871,84.87,5.94,6.89,Energy,-,-,-,-0.15,0.15,0.28,1.12,17.91,Equity : Tax Saving (ELSS),Nil
Quant ESG Equity Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,277.4,2.41,Open Ended,05-Nov-20,NIFTY100 ESG - TRI,31.10,37.75,28.10,4.42,0.55,-9.61,-1.25,20.46,14.77,-,-,432,18,123466,60.14,15.53,16.48,Financials,-,-,-,0.18,0.16,0.31,1.09,18.02,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Flexi Cap Fund(G),Sandeep Tandon,EQ-FLEX,5,6712.1,1.78,Open Ended,23-Sep-08,NIFTY 500 - TRI,93.92,111.94,83.86,3.47,3.33,-7.55,-4.50,22.49,17.52,34.09,18.70,258,31,184252,67.46,10.04,10.62,Energy,-,-,-,0.09,0.20,0.38,1.12,18.04,Equity : Flexi Cap,1% on or before 15D Nil after 15D
Quant Focused Fund(G),Sandeep Tandon,EQ-LC,Unrated,1013.2,2.19,Open Ended,01-Aug-08,NIFTY 500 - TRI,81.00,97.22,74.87,2.16,-0.56,-8.62,-5.61,19.08,13.36,24.06,14.02,445,19,264132,75.04,4.2,4.06,Financials,-,-,-,-0.12,0.16,0.31,1.04,16.43,Equity : Large Cap,1% on or before 15D Nil after 15D
Quant Gilt Fund-Reg(G),Sanjeev Sharma,DT-GILT,Unrated,124.8,1.41,Open Ended,21-Dec-22,CRISIL Dynamic Gilt Index,11.88,11.88,10.89,1.60,3.17,4.80,9.23,7.42,-,-,-,0,-,-,-,-,-,-,9.44,5.06,6.32,-0.04,0.66,1.18,0.87,1.50,Debt : Gilt,Nil
Quant Healthcare Fund-Reg(G),Sandeep Tandon,EQ-PHRM,Unrated,369.9,2.39,Open Ended,17-Jul-23,Nifty India Consumption - TRI,14.54,17.63,13.08,3.63,-1.85,-9.69,5.60,-,-,-,-,145,15,29374,30.59,14.24,52.81,Healthcare,-,-,-,0.30,0.28,0.57,0.98,18.91,Equity : Sectoral - Pharma,1% on or before 15D Nil after 15D
Quant Infrastructure Fund(G),Sandeep Tandon,EQ-INFRA,5,3158.3,1.92,Open Ended,26-Aug-07,Nifty Infrastructure - TRI,34.85,44.31,32.08,-0.11,-2.27,-12.18,-13.91,22.96,17.25,39.74,17.29,223,25,100039,59.03,4.32,26.69,Energy,-,-,-,-0.39,0.18,0.35,1.21,21.16,Equity : Sectoral - Infrastructure,0.50% on or before 3M Nil after 3M
Quant Large & Mid Cap Fund(G),Sandeep Tandon,EQ-L&M,Unrated,3518.9,1.89,Open Ended,11-Dec-06,NIFTY LargeMidcap 250 - TRI,110.93,132.04,99.62,2.69,0.05,-8.25,-5.67,23.12,16.91,25.76,16.35,226,31,149999,48.02,38.77,4.72,FMCG,-,-,-,-0.05,0.20,0.39,1.04,17.18,Equity : Large & Mid Cap,1% on or before 15D Nil after 15D
Quant Large Cap Fund-Reg(G),Sandeep Tandon,EQ-LC,Unrated,2434.4,1.93,Open Ended,10-Aug-22,NIFTY 100 - TRI,13.91,16.38,12.84,1.87,-0.09,-8.66,-5.12,19.79,-,-,-,409,21,235112,75.92,1.37,3.71,Financials,-,-,-,-0.03,0.18,0.37,1.05,14.73,Equity : Large Cap,1% on or before 15D Nil after 15D
Quant Liquid Plan(G),Sanjeev Sharma,DT-LIQ,5,1536.3,0.52,Open Ended,29-Sep-05,CRISIL Liquid Debt Index,40.88,40.88,38.21,0.54,1.73,3.50,7.03,6.97,6.53,5.58,6.44,0,-,-,-,-,-,-,0.12,0.11,6.62,-0.04,2.41,0.93,1.06,0.28,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Quant Manufacturing Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,826.5,2.27,Open Ended,14-Aug-23,Nifty India Manufacturing - TRI,13.84,17.81,12.81,2.25,-2.40,-15.36,-7.07,-,-,-,-,263,23,32588,30.06,10.25,44.74,Energy,-,-,-,-0.14,0.22,0.42,1.03,19.68,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Mid Cap Fund(G),Sandeep Tandon,EQ-MID,5,8356.0,1.75,Open Ended,26-Feb-01,Nifty Midcap 150 - TRI,209.77,253.48,186.32,3.72,0.74,-7.83,-7.59,24.68,18.39,32.90,16.47,191,28,93591,17.85,63.32,6.91,Energy,-,-,-,-0.13,0.22,0.41,0.93,17.85,Equity : Mid Cap,0.50% on or before 3M Nil after 3M
Quant Momentum Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,1671.5,2.10,Open Ended,20-Nov-23,NIFTY 500 - TRI,13.62,16.24,12.49,1.55,0.58,-8.15,-5.22,-,-,-,-,441,19,165943,59.4,14.84,8.99,Financials,-,-,-,0.51,0.25,0.56,1.13,19.24,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Multi Asset Fund(G),Sandeep Tandon,HY-MULTI,5,3182.6,1.89,Open Ended,20-Mar-01,BSE 200 - TRI,133.94,141.32,123.00,2.43,4.11,-1.66,3.43,23.02,17.55,31.08,16.69,0,10,290746,42.24,6.56,1.96,Financials,1.08,0.66,5.89,-0.25,0.24,0.48,5.22,13.65,Hybrid : Multi Asset Allocation,1% on or before 15D Nil after 15D
Quant Overnight Fund-Reg(G),Sanjeev Sharma,DT-ON,Unrated,139.2,0.22,Open Ended,05-Dec-22,CRISIL Liquid Overnight Index,11.72,11.72,11.00,0.46,1.45,3.14,6.57,6.88,-,-,-,0,-,-,-,-,-,-,0.01,0.01,5.82,-0.06,5.34,0.85,1.40,0.15,Debt : Overnight,Nil
Quant PSU Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,699.4,2.34,Open Ended,20-Feb-24,NIFTY PSE - TRI,10.06,12.86,8.79,3.32,2.34,-8.42,-7.19,-,-,-,-,565,15,224714,56.13,10.62,3.09,Energy,-,-,-,-0.40,-0.04,-0.07,0.89,21.35,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Quantamental Fund-Reg(G),Sandeep Tandon,EQ-THEM,Unrated,1891.5,2.04,Open Ended,30-Apr-21,NIFTY 200 - TRI,21.25,25.74,19.62,1.92,-0.07,-9.07,-9.46,22.72,20.45,-,-,395,21,213062,64.76,8.47,7.92,Financials,-,-,-,0.40,0.25,0.49,1.06,17.25,Equity : Thematic,1% on or before 15D Nil after 15D
Quant Small Cap Fund(G),Sandeep Tandon,EQ-SML,5,24892.6,1.60,Open Ended,16-Oct-96,Nifty Smallcap 250 - TRI,236.04,284.29,213.99,3.13,-0.26,-11.65,-6.32,26.02,21.38,46.26,18.81,85,87,30162,21.46,3.32,65.17,Financials,3.17,-,-,0.23,0.23,0.40,0.91,19.74,Equity : Small Cap,1% on or before 1Y Nil after 1Y
Quant Teck Fund-Reg(G),Sandeep Tandon,EQ-TECH,Unrated,373.0,2.40,Open Ended,11-Sep-23,NIFTY IT - TRI,11.60,14.10,10.58,2.37,-3.17,-10.61,-3.05,-,-,-,-,418,12,17646,9.97,18.29,54.76,Technology,-,-,-,0.23,0.10,0.18,0.65,19.97,Equity : Sectoral - Technology,1% on or before 15D Nil after 15D
Quant Value Fund-Reg(G),Sandeep Tandon,EQ-VAL,Unrated,1674.7,2.02,Open Ended,30-Nov-21,NIFTY 500 - TRI,18.22,22.21,16.72,3.17,0.21,-10.18,-9.15,26.25,19.80,-,-,296,27,98200,52.35,4.03,28.87,Financials,-,-,-,0.19,0.21,0.40,1.23,20.39,Equity : Value / Contra,1% on or before 15D Nil after 15D
Quantum Dynamic Bond Fund-Reg(G),Sneha Pandey,DT-DYN,Unrated,135.3,0.96,Open Ended,19-May-15,CRISIL Dynamic Bond Index,21.53,21.55,19.33,2.01,4.10,5.64,11.82,9.26,8.40,6.62,-,0,-,-,-,-,-,-,20.90,9.13,6.90,-0.42,0.54,1.11,1.56,2.29,Debt : Dynamic Bond,Nil
Quantum ELSS Tax Saver Fund-Reg(G),George Thomas,EQ-ELSS,2,209.2,1.99,Open Ended,23-Dec-08,BSE 500 - TRI,120.25,130.04,108.64,2.91,1.11,-2.60,9.15,23.23,17.69,23.28,12.53,15.65,29,220642,62.46,13.74,12.14,Financials,-,-,-,0.35,0.29,0.63,0.82,12.48,Equity : Tax Saving (ELSS),Nil
Quantum Equity FoF-Reg(G),Chirag Mehta,FOF-DOM,Unrated,120.4,0.75,Open Ended,20-Jul-09,BSE 200 - TRI,79.50,86.67,71.20,3.13,3.91,-1.89,9.05,21.26,15.68,21.22,12.59,8.43,-,-,-,-,-,-,-,-,-,0.08,0.22,0.41,0.93,13.46,FoFs : Domestic,Nil upto 10% of Units and 1% For remaining Units on or before 365D Nil after 365D
Quantum ESG Best In Class Strategy Fund-Reg(G),Chirag Mehta,EQ-THEM,Unrated,91.9,2.09,Open Ended,12-Jul-19,NIFTY100 ESG - TRI,22.81,25.91,20.96,2.15,0.22,-4.95,6.98,16.88,12.23,20.46,-,17.42,60,97900,49.06,26.18,19.97,Financials,-,-,-,0.08,0.16,0.31,0.90,13.28,Equity : Thematic,Nil upto 10% of units and 1% for remaining units on or before 365D Nil after 365D
Quantum Ethical Fund-Reg(G),Chirag Mehta,EQ-THEM,Unrated,46.5,2.09,Open Ended,20-Dec-24,Nifty500 Shariah - TRI,9.28,10.11,8.69,0.76,-2.31,-,-,-,-,-,-,-,45,66767,33.58,22.54,30.04,Automobile and Ancillaries,-,-,-,-,-,-,-,-,Equity : Thematic,Nil upto 10% of units and 1% for remaining units on or before 365D Nil after 365D
Quantum Gold Fund ETF,Chirag Mehta,GOLD-ETF,Unrated,299.2,0.78,Open Ended,22-Feb-08,Gold-India,77.62,82.40,57.20,6.63,17.42,19.00,31.01,23.38,20.90,13.64,12.13,3.17,-,-,-,-,-,-,-,-,-,0.87,0.34,0.84,0.98,12.68,Gold : ETFs,Nil
Quantum Gold Saving Fund-Reg(G),Chirag Mehta,GOLD-MF,Unrated,180.7,0.21,Open Ended,19-May-11,Gold-India,35.89,37.78,26.55,6.31,16.07,17.92,29.57,23.55,20.97,13.16,11.98,9.27,1,-,-,-,-,-,-,-,-,0.92,0.36,0.92,0.87,12.05,Gold : MFs,Nil
Quantum Liquid Fund-Reg(G),Sneha Pandey,DT-LIQ,2,526.2,0.26,Open Ended,07-Apr-06,CRISIL Liquid Debt Index,34.65,34.65,32.43,0.54,1.64,3.35,6.89,6.92,6.50,5.14,5.76,0,-,-,-,-,-,-,0.11,0.11,6.70,-0.04,2.37,0.93,1.06,0.28,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Quantum Multi Asset Allocation Fund-Reg(G),Chirag Mehta,HY-MULTI,Unrated,32.5,1.97,Open Ended,07-Mar-24,CRISIL Short Term Bond Index,11.25,11.34,10.07,2.92,3.97,3.39,11.47,-,-,-,-,108.47,40,250125,30.33,5.24,3.61,Financials,-,-,-,0.42,0.33,0.74,0.46,5.87,Hybrid : Multi Asset Allocation,1% on or before 90D Nil after 90D
Quantum Multi Asset FOFs-Reg(G),Chirag Mehta,FOF-DOM,Unrated,62.0,0.47,Open Ended,11-Jul-12,NIFTY 50 - TRI,33.22,33.45,29.40,2.77,4.95,4.49,12.11,14.27,12.08,11.69,9.41,28.52,1,-,-,-,-,-,-,-,-,-0.51,0.39,0.88,2.18,5.20,FoFs : Domestic,1% on or before 90D Nil after 90D
Quantum Nifty 50 ETF FoF-Reg(G),Hitendra Parekh,FOF-DOM,Unrated,25.8,0.18,Open Ended,05-Aug-22,NIFTY 50 - TRI,14.22,15.29,12.75,3.03,4.61,0.00,8.38,16.66,-,-,-,84.83,-,-,-,-,-,-,-,-,-,-0.02,0.22,0.46,0.98,11.40,FoFs : Domestic,Nil
Quantum Small Cap Fund-Reg(G),Chirag Mehta,EQ-SML,Unrated,108.0,2.10,Open Ended,03-Nov-23,BSE 250 Small Cap - TRI,11.10,12.79,10.39,1.37,-1.33,-8.18,1.18,-,-,-,-,11.5,51,13814,9.56,5.55,67.86,Financials,-,-,-,-0.21,0.09,0.16,0.65,14.82,Equity : Small Cap,Nil upto 10% of units and 1% for remaining units on or before 365D Nil after 365D
Quantum Value Fund-Reg(G),George Thomas,EQ-VAL,2,1123.2,2.00,Open Ended,13-Mar-06,BSE 500 - TRI,121.17,131.05,109.22,2.87,1.07,-2.62,9.38,23.51,17.75,23.42,12.44,14.04,29,227860,63.48,13.46,11.85,Financials,-,-,-,0.34,0.28,0.62,0.83,12.61,Equity : Value / Contra,Nil upto 10% of units on or before 730D For remaining units 2% on or before 365D and 1% after 365D but before 730D Nil after 730D
Samco Active Momentum Fund-Reg(G),Umeshkumar Mehta,EQ-THEM,Unrated,886.8,2.25,Open Ended,05-Jul-23,NIFTY 500 - TRI,13.60,15.94,12.45,-4.20,-4.87,-5.20,5.72,-,-,-,-,759,37,58962,31.18,25.73,31.17,Financials,-,-,-,0.45,0.29,0.64,0.95,16.71,Equity : Thematic,1% on or before 365D Nil after 365D
Samco Arbitrage Fund-Reg(G),Umeshkumar Mehta,HY-ARB,Unrated,34.1,1.18,Open Ended,29-Nov-24,Nifty 50 Arbitrage - TRI,10.23,10.23,10.00,0.49,1.29,-,-,-,-,-,-,-,11,470503,60.58,7.82,-,Financials,-,-,-,-,-,-,-,-,Hybrid : Arbitrage,0.25% on or before 7D Nil after 7D
Samco Dynamic Asset Allocation Fund-Reg(G),Umeshkumar Mehta,HY-DYN,Unrated,507.0,2.37,Open Ended,28-Dec-23,NIFTY 50 Hybrid Composite Debt 50:50 Index,9.98,11.64,9.92,-2.34,-3.09,-6.79,-1.67,-,-,-,-,899,47,86736,45.11,7.6,16,Financials,0.96,0.86,5.95,-0.55,-0.06,-0.11,0.86,12.24,Hybrid : Dynamic Asset Allocation,Nil upto 25% of units and 1% for remaining units on or before 12M Nil after 12M
Samco ELSS Tax Saver Fund-Reg(G),Nirali Bhansali,EQ-ELSS,Unrated,106.8,2.37,Open Ended,22-Dec-22,NIFTY 500 - TRI,12.07,15.43,10.82,1.68,-0.41,-15.83,-11.21,8.66,-,-,-,200,35,40321,14.14,46.27,38.96,Financials,-,-,-,-0.74,0.08,0.12,1.07,17.54,Equity : Tax Saving (ELSS),Nil
Samco Flexi Cap Fund-Reg(G),Nirali Bhansali,EQ-FLEX,Unrated,447.7,2.41,Open Ended,04-Feb-22,NIFTY 500 - TRI,9.68,12.73,8.83,1.15,-3.58,-17.85,-17.22,2.52,0.07,-,-,258,28,36186,13.84,39.71,46.52,Technology,-,-,-,-1.25,-0.06,-0.09,1.10,18.74,Equity : Flexi Cap,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Samco Large Cap Fund-Reg(G),Nirali Bhansali,EQ-LC,Unrated,149.3,2.37,Open Ended,25-Mar-25,NIFTY 100 - TRI,9.82,10.02,9.82,-1.60,-,-,-,-,-,-,-,-,25,246386,90.9,-,-,Financials,-,-,-,-,-,-,-,-,Equity : Large Cap,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Samco Multi Asset Allocation Fund-Reg(G),Umeshkumar Mehta,HY-MULTI,Unrated,230.1,2.00,Open Ended,24-Dec-24,NIFTY 50 - TRI,11.24,11.47,9.90,4.56,10.85,-,-,-,-,-,-,0,50,108449,10.66,10.12,0.32,Financials,0.52,0.49,5.94,-,-,-,-,-,Hybrid : Multi Asset Allocation,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Samco Multi Cap Fund-Reg(G),Umeshkumar Mehta,EQ-MLC,Unrated,345.2,2.38,Open Ended,30-Oct-24,Nifty500 Multicap 50:25:25 - TRI,8.96,10.10,8.75,-0.55,-0.77,-10.20,-,-,-,-,-,-,56,68613,28.18,17.4,23.15,Financials,-,-,-,-,-,-,-,-,Equity : Multi Cap,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Samco Overnight Fund-Reg(G),Dhawal Ghanshyam Dhanani,DT-ON,Unrated,54.9,0.33,Open Ended,12-Oct-22,CRISIL Liquid Overnight Index,1168.38,1168.38,1101.21,0.44,1.39,2.96,6.12,6.28,-,-,-,0,-,-,-,-,-,-,0.01,0.01,5.90,-0.02,6.91,0.71,0.96,0.09,Debt : Overnight,Nil
